match_id,team_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,goals_scored,goals_allowed
50615,316,26,26,23,26,7,25,26,26,25,21,38,35,32,9,30,37,37,31,27,45,48,10,33,58,58,42,45,38,7,29,44,44,37,33,8,31,47,47,35,38,9,10,9,7,8,33,32,28,23,57,42,44,41,44,35,3,1
51959,252,33,44,27,36,34,35,18,25,6,16,36,21,31,31,25,15,18,4,9,31,39,37,37,19,25,6,15,26,22,26,11,13,4,10,29,30,16,20,6,12,29,16,19,2,10,12,18,6,12,18,3,13,4,15,4,2,3
51959,267,22,22,19,22,15,8,12,15,18,21,28,24,27,16,11,17,15,19,23,48,36,25,23,35,15,19,23,32,24,20,31,13,18,20,20,14,23,15,19,23,8,12,11,15,15,19,8,4,7,8,8,12,11,14,19,3,2
50616,315,15,36,30,28,18,36,32,22,34,40,15,18,16,8,18,14,18,15,18,38,42,19,49,50,33,51,51,36,15,38,38,31,36,39,17,42,39,32,37,43,21,14,15,16,22,44,32,45,50,31,47,46,31,36,46,1,3
50616,313,10,10,9,9,9,10,6,10,9,8,56,42,52,57,56,49,48,9,14,38,48,53,53,45,45,9,14,39,40,39,33,36,8,13,49,49,43,40,9,12,53,46,46,8,14,45,46,9,14,38,6,4,9,14,7,3,1
50994,314,4,22,20,18,20,21,20,21,6,4,5,4,4,5,5,5,5,5,5,53,30,49,45,24,40,7,5,28,46,43,22,38,6,4,28,29,20,26,6,4,40,22,35,7,5,23,33,6,5,23,7,5,7,5,5,1,1
50994,276,6,12,12,18,6,17,18,8,18,15,5,5,6,5,5,6,6,6,6,17,18,5,18,15,7,19,12,21,5,21,17,8,22,12,6,27,24,9,28,15,6,6,6,6,6,39,22,43,14,26,47,15,28,7,15,1,1
51960,255,8,36,31,29,38,38,15,20,36,16,9,8,7,9,9,8,6,9,8,36,36,44,44,15,24,45,20,31,37,38,13,19,36,17,38,39,11,18,36,16,47,15,25,44,19,15,25,44,19,12,15,14,24,13,20,3,2
51960,250,2,2,2,2,2,1,2,2,2,2,17,19,3,15,11,19,19,18,12,22,4,20,18,22,26,23,15,4,19,15,24,24,22,14,2,1,3,4,4,3,20,33,31,17,11,22,25,15,10,40,22,15,24,15,14,2,3
51962,406,17,18,18,12,17,8,17,13,31,16,34,24,28,38,27,38,15,22,29,27,28,38,25,38,17,25,33,16,26,14,26,17,25,24,38,28,38,14,15,25,38,51,16,24,33,38,8,12,21,16,25,33,16,15,22,1,1
51962,248,16,12,15,11,15,16,15,10,16,8,43,47,16,31,29,20,20,21,9,46,15,29,26,18,19,19,6,17,33,30,21,23,22,8,18,18,17,15,18,7,28,21,21,22,9,22,20,23,9,16,22,8,17,7,9,1,1
52134,413,17,17,9,17,15,15,16,6,13,16,25,14,26,24,24,25,10,20,25,34,45,46,47,48,34,38,24,31,32,35,34,28,25,13,46,47,48,33,38,25,48,49,35,40,23,50,36,40,23,37,41,24,28,10,20,3,4
52134,408,16,16,13,12,16,16,15,13,16,16,20,22,19,23,25,20,17,25,25,18,17,21,21,20,18,21,21,35,41,44,29,31,44,42,38,40,28,32,40,39,46,33,35,46,44,34,36,49,47,31,34,33,36,35,47,4,3
52135,410,19,20,17,20,20,20,20,13,1,1,31,35,35,34,20,22,22,1,1,37,34,36,23,28,29,1,1,38,41,20,27,30,1,1,37,23,27,26,1,1,22,29,29,1,1,23,15,1,1,22,1,1,1,1,2,1,1
52135,249,19,19,17,18,17,18,14,8,1,1,22,17,21,19,20,14,8,1,1,33,36,34,20,14,8,1,1,29,28,16,12,6,1,1,32,20,14,8,1,1,18,13,8,1,1,14,8,1,1,8,1,1,1,1,1,1,1
52138,405,13,16,16,13,16,13,12,14,15,7,14,13,12,28,26,20,28,27,5,19,17,20,17,16,17,19,22,18,21,18,17,19,20,12,19,16,15,17,19,12,42,36,46,45,13,33,41,41,10,35,35,12,44,11,13,1,0
52138,407,19,18,18,19,19,13,19,19,12,16,19,22,23,23,16,22,23,16,20,32,38,39,22,37,38,13,17,41,43,25,42,42,16,19,48,28,46,47,16,20,29,48,49,16,20,28,28,9,13,47,15,19,16,20,16,0,1
52310,421,17,19,19,19,16,18,14,18,17,17,20,20,20,16,19,15,19,18,18,46,22,18,21,17,21,20,20,22,18,21,17,21,20,20,18,21,17,29,20,20,30,26,18,17,18,45,20,19,24,16,15,20,19,19,19,2,0
52310,414,15,8,15,14,9,15,13,14,11,15,9,21,18,12,16,19,15,16,21,23,30,25,23,29,7,14,9,35,27,29,36,15,20,22,36,36,43,14,26,19,28,37,9,21,13,35,15,21,17,13,27,20,12,15,17,0,2
52314,417,13,14,17,17,16,16,13,17,12,12,14,17,16,14,17,14,17,14,16,36,17,15,17,14,35,25,13,20,18,20,17,45,30,16,17,19,16,20,15,15,36,14,18,13,13,16,20,16,16,17,14,14,29,16,14,2,1
52314,418,5,11,19,34,13,38,30,19,18,10,5,5,5,3,5,5,5,5,1,9,11,3,11,9,9,9,2,22,9,22,19,22,21,13,15,38,28,23,22,14,15,12,9,9,6,32,23,22,14,19,18,10,22,14,13,1,2
54626,362,18,18,12,4,19,16,15,19,18,2,41,30,18,49,45,37,24,51,2,20,20,40,39,34,20,45,1,6,30,27,20,18,29,2,17,20,16,4,22,2,46,35,25,50,2,34,22,48,2,21,39,2,23,2,2,2,0
54626,358,37,37,36,30,33,30,26,30,23,13,44,44,37,41,31,30,36,27,15,45,38,41,32,31,37,26,15,39,42,33,32,38,29,17,34,25,27,33,27,15,30,29,38,25,16,25,27,18,11,25,19,11,24,16,15,0,2
54625,359,33,45,41,34,47,38,42,27,24,24,52,49,39,49,43,51,38,37,19,67,51,64,53,69,42,48,29,48,59,53,67,41,44,28,47,40,46,29,34,26,59,60,42,45,27,51,40,36,28,40,45,24,26,18,17,3,2
54625,363,40,54,38,54,59,35,41,59,53,23,42,33,46,49,25,32,49,43,12,39,58,63,35,43,63,57,20,42,45,21,41,45,40,14,65,33,45,65,60,21,38,49,71,64,23,23,38,35,12,49,45,19,64,23,21,2,3
54627,365,22,50,42,51,38,24,38,48,8,4,21,18,22,17,20,20,22,8,4,51,57,41,23,39,52,8,3,49,36,20,34,45,8,3,40,24,40,52,9,4,18,30,36,7,4,24,24,7,4,41,7,4,10,5,4,1,0
54627,369,27,31,18,31,11,12,33,29,21,21,35,15,33,15,10,36,31,18,18,18,40,16,12,48,42,21,21,18,7,10,17,14,19,18,15,12,43,36,21,21,6,17,15,10,10,12,9,12,12,44,20,20,16,16,21,0,1
54631,357,48,31,35,36,38,48,27,43,10,45,45,50,50,49,63,36,51,11,60,33,33,31,45,23,33,7,43,46,41,50,33,39,10,47,39,50,35,42,10,48,49,26,37,10,47,36,51,11,68,32,9,33,9,48,10,2,0
54631,392,17,15,32,3,18,20,31,16,14,15,3,21,4,5,14,20,18,17,46,25,2,19,12,20,3,5,3,5,36,29,46,18,19,18,2,3,3,2,3,4,18,28,5,6,2,28,12,14,11,18,18,17,16,15,15,0,2
54629,368,23,23,15,26,28,23,11,18,17,15,27,19,37,39,30,14,21,21,19,19,33,37,28,13,22,21,17,22,26,14,7,11,10,9,48,39,15,24,23,20,38,14,24,23,19,16,26,25,21,16,16,16,25,21,21,2,2
54629,382,37,39,14,33,31,34,17,18,18,27,53,16,46,39,48,16,20,19,31,18,48,41,50,18,22,21,33,13,17,17,14,18,17,17,35,44,14,17,16,27,37,17,21,20,32,18,21,20,32,18,18,17,21,21,20,2,2
54632,360,18,45,28,51,55,22,53,41,40,48,14,5,16,18,5,15,15,23,18,35,54,58,24,64,45,49,44,43,44,17,43,33,38,25,64,30,63,48,54,48,28,68,52,55,52,27,20,16,23,53,55,51,46,39,40,2,1
54632,366,16,13,16,13,17,15,14,16,17,19,16,15,12,16,14,17,16,15,20,40,32,36,43,44,35,12,17,36,35,40,40,36,16,20,27,32,33,28,13,15,39,37,35,17,19,43,36,14,17,36,15,18,16,19,18,1,2
54633,361,5,8,4,3,8,6,7,8,5,8,44,28,22,43,36,34,42,17,43,32,41,67,55,49,69,34,66,17,31,22,25,29,13,30,40,35,26,41,22,41,54,48,64,34,65,36,53,30,53,46,18,47,33,64,32,1,0
54633,364,51,55,45,52,23,54,29,26,28,19,64,52,63,27,62,30,27,29,19,59,68,30,71,32,28,30,19,55,22,58,19,15,19,10,28,66,32,28,30,19,28,20,16,15,9,30,26,28,19,28,27,17,27,16,19,0,1
54634,376,40,18,42,51,43,46,38,40,21,41,17,36,41,34,37,30,35,20,36,17,19,19,17,18,19,18,18,43,36,38,33,37,20,33,44,47,39,41,22,42,40,34,36,21,34,34,36,20,39,30,19,31,22,31,21,1,0
54634,367,15,17,17,8,6,13,18,16,19,13,41,27,29,27,20,22,36,37,11,36,34,34,23,25,45,44,12,24,24,13,20,36,36,12,27,19,12,35,29,8,14,12,32,32,4,17,24,21,11,22,23,13,43,14,14,0,1
64702,2567,12,5,18,21,14,18,21,11,19,1,6,13,15,12,14,14,12,13,2,7,7,6,6,6,7,7,2,25,18,23,23,16,24,2,20,25,26,18,26,2,19,19,15,19,1,23,17,23,2,16,24,1,17,2,2,1,0
64702,283,8,8,7,9,6,9,9,1,6,6,8,7,9,6,9,9,1,5,6,20,24,15,15,24,1,19,12,41,28,24,40,1,23,10,32,30,48,1,28,12,18,31,1,20,8,29,1,15,8,1,28,12,1,1,6,0,1
64703,292,20,10,21,20,17,22,18,20,20,17,11,32,21,23,21,30,20,21,16,11,11,7,10,11,9,25,11,34,36,25,39,24,24,18,22,25,28,24,24,18,19,30,18,17,13,23,25,25,19,22,23,16,24,18,18,2,3
64703,288,19,16,23,15,23,21,20,22,12,6,35,36,25,41,40,38,21,15,9,35,25,43,42,42,18,13,9,31,42,41,39,25,16,9,31,31,28,18,11,7,49,47,24,15,9,46,23,15,8,22,15,9,14,7,8,3,2
64706,312,15,19,16,21,23,5,6,18,15,5,15,16,14,18,7,9,13,13,8,17,19,22,7,9,16,15,8,15,19,7,10,13,12,8,26,4,15,19,14,4,7,9,35,26,8,7,6,6,7,7,7,8,25,7,7,1,0
64706,289,2,2,2,2,2,2,2,2,1,2,15,23,26,23,27,17,24,1,15,13,15,13,16,9,15,1,13,44,20,24,34,21,1,12,23,27,34,24,1,15,24,17,21,1,15,18,25,1,16,15,1,11,1,15,1,0,1
64708,277,3,3,3,3,2,3,3,14,26,3,33,32,29,32,20,20,23,6,21,35,32,34,19,22,22,6,20,42,43,28,22,26,6,24,41,25,23,23,6,21,26,21,24,5,22,11,24,6,23,11,6,10,17,25,6,4,2
64708,640,22,4,12,12,7,13,22,3,15,18,4,15,13,10,16,25,3,17,21,4,4,1,4,4,3,2,3,8,10,10,15,3,12,13,5,13,14,3,9,9,7,11,1,9,10,17,3,11,12,3,17,21,2,3,15,2,4
64707,287,13,14,12,7,13,13,14,12,14,14,25,24,10,25,24,26,24,26,26,24,10,25,24,26,24,26,26,11,24,23,25,23,25,25,10,9,11,11,11,11,25,26,24,26,26,25,23,25,25,46,46,50,43,47,46,2,0
64707,291,16,20,24,21,23,24,17,23,22,1,15,18,18,18,18,11,17,18,1,35,32,34,35,30,34,20,1,45,48,49,41,48,24,1,45,45,37,44,22,1,48,40,47,23,1,41,48,24,1,40,17,1,23,1,1,0,2
64709,286,5,5,6,5,4,4,5,4,4,5,13,17,15,15,15,16,4,14,16,23,23,21,22,21,3,17,23,41,39,44,42,4,21,26,40,46,44,3,19,25,43,40,2,21,25,47,3,20,26,4,18,24,2,3,21,2,3
64709,278,25,11,26,34,44,45,39,45,24,32,11,25,18,22,24,24,25,20,21,11,10,9,11,10,11,9,8,19,23,25,25,26,21,22,30,31,23,30,17,20,40,35,41,21,30,35,42,23,29,37,23,26,23,29,18,3,2
64712,284,7,26,33,49,46,49,43,35,41,40,6,7,7,7,7,7,6,6,7,24,26,25,25,25,22,21,26,33,32,33,30,27,26,31,47,50,43,36,42,40,47,40,33,39,37,43,36,42,40,34,37,37,31,31,34,1,0
64712,282,21,16,17,19,19,19,19,18,16,21,22,23,25,25,24,25,21,16,27,22,20,20,19,20,17,16,22,21,27,25,26,24,16,23,36,34,36,31,14,36,42,43,39,14,37,40,38,14,35,39,14,35,14,30,16,0,1
64713,415,32,35,31,31,8,9,5,6,10,11,43,37,38,17,11,14,4,20,19,40,44,20,13,16,6,23,22,35,15,10,12,4,18,17,17,11,13,6,18,18,19,12,1,20,18,5,1,12,13,1,15,14,1,1,21,2,1
64713,2500,10,25,6,12,10,12,10,11,11,21,5,8,12,11,11,12,11,13,14,5,8,9,7,4,12,5,16,8,7,6,8,9,7,8,18,13,15,13,13,13,11,19,12,11,12,10,11,11,12,11,12,12,11,12,14,1,2
51779,263,49,35,25,39,24,43,28,46,12,23,40,30,46,27,49,34,54,16,28,26,31,14,37,20,39,11,14,26,13,27,20,30,11,15,21,39,30,44,16,26,23,21,24,9,18,28,46,15,23,32,15,27,15,26,16,1,1
51779,256,52,49,47,30,35,42,50,43,38,11,55,52,38,40,45,56,46,41,11,53,40,43,43,55,44,39,9,37,39,40,51,42,37,10,32,26,39,28,23,12,33,41,33,25,9,47,38,38,12,44,43,12,34,7,12,1,1
51781,265,18,24,21,23,22,24,24,23,19,24,40,35,40,39,41,39,19,15,20,45,51,49,52,50,25,20,26,46,44,47,45,23,17,23,52,55,53,24,19,25,53,51,23,18,24,54,25,20,26,25,20,26,19,25,20,2,0
51781,259,37,37,30,21,31,35,37,28,18,24,56,43,34,43,52,54,35,18,24,41,32,42,51,53,35,18,24,25,29,39,42,25,14,20,26,30,31,23,7,12,38,40,29,17,22,49,33,17,24,34,17,23,11,18,16,0,2
51780,264,1,1,1,1,1,1,1,1,1,1,53,22,49,52,50,42,34,20,16,22,54,57,55,45,36,20,16,21,22,21,21,22,14,12,53,51,43,33,18,14,54,44,36,20,16,42,35,19,15,31,20,16,20,16,16,2,2
51780,260,49,40,37,32,51,48,49,25,28,15,36,34,29,45,44,45,23,25,16,35,22,37,35,37,14,18,11,23,33,32,34,13,18,11,28,28,29,15,18,12,43,47,25,29,16,44,19,20,13,20,25,15,24,13,15,2,2
51782,262,5,10,8,4,7,10,10,10,9,8,34,26,22,31,33,29,30,16,13,40,32,44,51,46,49,25,20,22,34,37,33,37,22,18,24,28,24,27,6,5,42,39,42,22,17,43,47,26,21,41,25,20,25,20,21,4,4
51782,258,45,47,36,52,47,49,33,20,19,16,41,30,44,39,43,34,20,19,16,32,44,40,42,33,22,21,18,34,33,38,22,21,20,18,47,48,34,20,19,16,43,31,20,20,17,30,21,20,18,22,22,19,21,18,19,4,4
51783,266,48,46,38,40,18,7,18,33,31,28,49,42,44,19,8,19,34,35,29,38,40,18,8,19,32,32,28,36,16,5,16,26,29,21,16,8,15,28,31,24,8,13,19,13,18,5,8,8,8,19,13,19,23,26,17,2,2
51783,247,22,16,22,22,20,22,22,9,21,18,20,35,36,29,35,35,21,35,22,20,20,15,20,20,9,19,17,52,46,52,51,38,51,22,47,52,52,39,52,22,46,46,35,46,17,51,38,51,22,38,51,22,39,10,22,2,2
51784,257,16,22,15,19,16,18,21,13,16,22,25,21,19,20,18,17,16,21,21,42,51,57,53,44,54,58,58,29,35,28,25,31,33,32,45,40,36,40,40,46,42,35,43,46,48,31,44,41,46,29,38,40,42,44,47,3,1
51784,261,19,12,14,19,18,18,18,17,18,18,20,42,54,49,49,51,23,24,21,21,24,21,23,18,13,14,15,46,40,42,39,17,18,15,52,53,51,23,24,21,49,46,22,23,20,46,22,23,20,22,23,20,22,19,20,1,3
71847,86,58,53,46,60,49,37,51,50,52,19,52,45,65,49,38,50,53,58,12,40,54,45,33,54,45,47,13,48,38,27,40,42,42,9,54,41,52,57,62,13,30,45,45,45,11,33,31,33,7,45,45,11,49,8,12,3,0
71847,243,4,13,13,12,13,9,8,3,3,4,14,14,13,14,13,9,13,4,11,42,42,43,37,29,17,8,12,41,42,35,28,17,7,12,42,35,29,16,8,11,36,29,17,8,12,25,15,6,11,9,6,8,5,11,5,0,3
